"Model","Xviewer"
"BlockNumber","1"
"TraceName","CH2","CH3",
BlockSize,1001,1001,
Date,2022/05/24,2022/05/24,
Time,15:49:45.06,15:49:45.06,
VUnit,V,V,
HResolution,1.000000e-004,1.000000e-004,
HOffset,-5.000000e-002,-5.000000e-002,
HUnit,s,s,
,4.066667,2.423333
,4.033333,2.423333
,4.033333,2.413333
,4.066667,2.42
,4.033333,2.42
,4.066667,2.413333
,4.033333,2.413333
,4.033333,2.406667
,4.066667,2.406667
,4.033333,2.413333
,4.033333,2.406667
,4.066667,2.406667
,4.066667,2.413333
,4.033333,2.413333
,4.066667,2.42
,4.033333,2.42
,4.066667,2.413333
,4.066667,2.413333
,4.066667,2.42
,4.1,2.413333
,4.066667,2.42
,4.1,2.423333
,4.066667,2.42
,4.066667,2.43
,4.1,2.43
,4.066667,2.423333
,4.116667,2.423333
,4.116667,2.436667
,4.116667,2.43
,4.116667,2.436667
,4.15,2.443333
,4.15,2.436667
,4.15,2.443333
,4.15,2.45
,4.15,2.456667
,4.183333,2.46
,4.183333,2.46
,4.216667,2.46
,4.216667,2.466667
,4.216667,2.473333
,4.216667,2.48
,4.266666,2.486667
,4.266666,2.486667
,4.266666,2.49
,4.266666,2.496667
,4.3,2.496667
,4.3,2.503333
,4.366667,2.12
,4.366667,2.516667
,4.333333,2.523333
,4.366667,2.523333
,4.366667,2.533333
,4.4,2.533333
,4.433333,2.553333
,4.433333,2.553333
,4.45,2.56
,4.45,2.57
,4.45,2.57
,4.45,2.576667
,4.483333,2.583333
,4.483333,2.59
,4.516666,2.6
,4.55,2.606667
,4.583333,2.613333
,4.583333,2.626667
,4.616667,2.63
,4.616667,2.636667
,4.633333,2.643333
,4.666667,2.656667
,4.666667,2.656667
,4.7,2.673333
,4.7,2.68
,4.733333,2.686667
,4.7,2.693333
,4.733333,2.703333
,4.766666,2.71
,4.783333,2.723333
,4.783333,2.723333
,4.816667,2.736667
,4.783333,2.746667
,4.816667,2.753333
,4.85,2.76
,4.883333,2.766667
,4.883333,2.776667
,4.916667,2.783333
,4.95,2.79
,4.95,2.796667
,4.95,2.803333
,4.966667,2.806667
,5.,2.82
,4.966667,2.826667
,4.966667,2.833333
,5.,2.833333
,5.033333,2.843333
,5.033333,2.85
,5.,2.85
,5.066667,2.856667
,5.066667,2.863333
,5.066667,2.863333
,5.1,2.876667
,5.066667,2.876667
,5.1,2.88
,5.1,2.88
,5.1,2.886667
,5.133333,2.886667
,5.1,2.886667
,5.133333,2.893333
,5.1,2.893333
,5.1,2.51
,5.1,2.51
,5.1,2.51
,5.133333,2.51
,5.1,2.51
,5.1,2.51
,5.1,2.9
,5.133333,2.9
,5.133333,0.5633333
,5.066667,2.893333
,5.1,2.886667
,5.1,2.886667
,5.066667,2.88
,5.066667,2.88
,5.033333,2.88
,5.066667,2.876667
,5.066667,2.87
,5.,2.87
,5.,2.87
,5.,2.863333
,5.033333,2.85
,5.,2.85
,4.966667,2.843333
,4.966667,2.843333
,4.95,2.84
,4.95,2.833333
,4.95,2.826667
,4.916667,2.82
,4.883333,2.813333
,4.883333,2.806667
,4.85,2.803333
,4.816667,2.796667
,4.85,2.79
,4.816667,2.79
,4.783333,2.783333
,4.783333,2.77
,4.766666,2.77
,4.766666,2.76
,4.766666,2.753333
,4.7,2.746667
,4.7,2.746667
,4.7,2.73
,4.666667,2.73
,4.666667,2.73
,4.633333,2.71
,4.633333,2.7
,4.616667,2.703333
,4.583333,2.693333
,4.583333,2.686667
,4.55,2.68
,4.55,2.666667
,4.516666,2.663333
,4.516666,2.65
,4.483333,2.65
,4.45,2.636667
,4.45,2.63
,4.483333,2.626667
,4.433333,2.62
,4.433333,2.606667
,4.4,2.6
,4.366667,2.59
,4.4,2.59
,4.366667,2.583333
,4.333333,2.57
,4.3,2.57
,4.3,2.56
,4.3,2.553333
,4.266666,2.546667
,4.266666,2.54
,4.25,2.533333
,4.25,2.523333
,4.266666,2.516667
,4.25,2.516667
,4.216667,2.113333
,4.216667,2.496667
,4.183333,2.496667
,4.183333,2.486667
,4.216667,2.486667
,4.15,2.48
,4.15,2.473333
,4.15,2.466667
,4.15,2.46
,4.116667,2.456667
,4.116667,2.456667
,4.116667,2.45
,4.116667,2.45
,4.1,2.436667
,4.1,2.436667
,4.066667,2.436667
,4.066667,2.43
,4.1,2.43
,4.066667,2.423333
,4.066667,2.423333
,4.033333,2.42
,4.066667,2.42
,4.066667,2.42
,4.066667,2.42
,4.066667,2.413333
,4.066667,2.413333
,4.033333,2.413333
,4.066667,2.413333
,4.066667,2.413333
,4.066667,2.406667
,4.066667,2.413333
,4.033333,2.413333
,4.033333,2.413333
,4.033333,2.413333
,4.066667,2.413333
,4.066667,2.413333
,4.033333,2.413333
,4.066667,2.42
,4.066667,2.413333
,4.1,2.42
,4.066667,2.42
,4.1,2.42
,4.1,2.423333
,4.1,2.42
,4.1,2.423333
,4.1,2.423333
,4.116667,2.43
,4.1,2.436667
,4.116667,2.436667
,4.15,2.443333
,4.116667,2.443333
,4.116667,2.45
,4.183333,2.45
,4.15,2.456667
,4.183333,2.456667
,4.216667,2.456667
,4.216667,2.46
,4.216667,2.466667
,4.216667,2.473333
,4.216667,2.473333
,4.25,2.486667
,4.266666,2.486667
,4.266666,2.49
,4.266666,2.496667
,4.333333,2.113333
,4.333333,2.51
,4.333333,2.9
,4.333333,2.516667
,4.366667,2.523333
,4.366667,2.526667
,4.366667,2.533333
,4.4,2.54
,4.433333,2.546667
,4.433333,2.553333
,4.45,2.553333
,4.45,2.563333
,4.45,2.57
,4.45,2.576667
,4.516666,2.583333
,4.516666,2.59
,4.516666,2.596667
,4.55,2.606667
,4.583333,2.613333
,4.616667,2.62
,4.616667,2.63
,4.616667,2.63
,4.633333,2.643333
,4.633333,2.65
,4.666667,2.656667
,4.7,2.666667
,4.666667,2.673333
,4.7,2.686667
,4.733333,2.693333
,4.766666,2.7
,4.783333,2.71
,4.783333,2.716667
,4.783333,2.723333
,4.783333,2.736667
,4.816667,2.74
,4.85,2.753333
,4.85,2.76
,4.85,2.766667
,4.883333,2.776667
,4.883333,2.776667
,4.916667,2.783333
,4.916667,2.796667
,4.95,2.803333
,4.95,2.806667
,4.966667,2.813333
,5.,2.82
,5.,2.833333
,5.033333,2.84
,5.,2.843333
,5.033333,2.85
,5.033333,2.856667
,5.066667,2.856667
,5.066667,2.863333
,5.066667,2.863333
,5.066667,2.87
,5.066667,2.876667
,5.1,2.876667
,5.066667,2.88
,5.1,2.886667
,5.1,2.893333
,5.1,2.893333
,5.1,2.893333
,5.1,2.893333
,5.133333,2.51
,5.133333,2.893333
,5.133333,2.893333
,5.1,2.906667
,5.1,2.893333
,5.1,2.51
,5.1,2.51
,5.1,2.51
,5.1,2.893333
,5.1,2.893333
,5.033333,2.893333
,5.1,2.886667
,5.066667,2.88
,5.066667,2.88
,5.,2.88
,5.033333,2.876667
,5.033333,2.87
,5.033333,2.87
,5.033333,2.87
,5.,2.856667
,5.,2.856667
,4.966667,2.85
,5.,2.85
,4.966667,2.84
,4.966667,2.833333
,4.966667,2.833333
,4.916667,2.826667
,4.916667,2.82
,4.883333,2.82
,4.85,2.813333
,4.883333,2.803333
,4.85,2.803333
,4.816667,2.79
,4.816667,2.783333
,4.816667,2.783333
,4.783333,2.776667
,4.783333,2.77
,4.733333,2.766667
,4.733333,2.753333
,4.733333,2.746667
,4.733333,2.746667
,4.666667,2.736667
,4.666667,2.73
,4.7,2.723333
,4.616667,2.71
,4.633333,2.716667
,4.616667,2.703333
,4.583333,2.693333
,4.583333,2.686667
,4.583333,2.68
,4.55,2.666667
,4.55,2.663333
,4.483333,2.656667
,4.483333,2.65
,4.483333,2.636667
,4.483333,2.63
,4.45,2.63
,4.45,2.626667
,4.433333,2.606667
,4.433333,2.606667
,4.4,2.596667
,4.366667,2.59
,4.366667,2.59
,4.333333,2.576667
,4.333333,2.563333
,4.266666,2.56
,4.266666,2.553333
,4.333333,2.546667
,4.266666,2.546667
,4.266666,2.54
,4.25,2.526667
,4.25,2.526667
,4.25,2.516667
,4.25,2.113333
,4.183333,2.503333
,4.216667,2.496667
,4.15,2.496667
,4.183333,2.486667
,4.15,2.486667
,4.15,2.466667
,4.15,2.466667
,4.15,2.466667
,4.116667,2.46
,4.116667,2.456667
,4.116667,2.456667
,4.1,2.443333
,4.1,2.443333
,4.1,2.443333
,4.066667,2.436667
,4.066667,2.423333
,4.1,2.43
,4.066667,2.423333
,4.066667,2.423333
,4.066667,2.423333
,4.066667,2.423333
,4.066667,2.413333
,4.033333,2.413333
,4.033333,2.413333
,4.066667,2.413333
,4.066667,2.413333
,4.033333,2.413333
,4.033333,2.413333
,4.066667,2.413333
,4.066667,2.413333
,4.033333,2.413333
,4.033333,2.413333
,4.066667,2.413333
,4.066667,2.406667
,4.066667,2.413333
,4.1,2.413333
,4.033333,2.42
,4.066667,2.42
,4.066667,2.42
,4.066667,2.42
,4.066667,2.423333
,4.1,2.42
,4.1,2.423333
,4.1,2.43
,4.1,2.43
,4.1,2.43
,4.1,2.436667
,4.15,2.436667
,4.15,2.436667
,4.15,2.443333
,4.15,2.443333
,4.183333,2.45
,4.183333,2.45
,4.183333,2.456667
,4.216667,2.456667
,4.216667,2.46
,4.216667,2.466667
,4.25,2.466667
,4.25,2.473333
,4.266666,2.48
,4.25,2.48
,4.266666,2.49
,4.266666,2.49
,4.3,2.49
,4.266666,2.503333
,4.333333,2.503333
,4.333333,2.516667
,4.366667,2.523333
,4.366667,2.523333
,4.366667,2.533333
,4.4,2.533333
,4.4,2.546667
,4.4,2.546667
,4.4,2.56
,4.433333,2.56
,4.45,2.57
,4.483333,2.576667
,4.483333,2.583333
,4.483333,2.59
,4.516666,2.596667
,4.55,2.606667
,4.55,2.606667
,4.583333,2.62
,4.583333,2.626667
,4.616667,2.636667
,4.633333,2.636667
,4.616667,2.65
,4.633333,2.656667
,4.666667,2.666667
,4.7,2.68
