Model,Xviewer,
BlockNumber,1,
TraceName,CH1,CH2
BlockSize,10010,10010
Date,25-05-2022,25-05-2022
Time,39:35.8,39:35.8
VUnit,V,V
HResolution,5.00E-06,5.00E-06
HOffset,-2.50E-02,-2.50E-02
HUnit,s,s
,2.726667,4.78
,2.72,4.766666
,2.72,4.78
,2.72,4.78
,2.72,4.78
,2.736667,4.78
,2.72,4.766666
,2.72,4.76
,2.73,4.78
,2.72,4.76
,2.72,4.766666
,2.72,4.766666
,2.72,4.78
,2.726667,4.78
,2.726667,4.766666
,2.73,4.78
,2.73,4.766666
,2.713333,4.793334
,2.73,4.76
,2.73,4.766666
,2.726667,4.78
,2.72,4.78
,2.73,4.78
,2.73,4.793334
,2.726667,4.793334
,2.73,4.766666
,2.73,4.78
,2.726667,4.806667
,2.73,4.806667
,2.736667,4.766666
,2.73,4.78
,2.73,4.78
,2.726667,4.78
,2.73,4.78
,2.73,4.793334
,2.726667,4.793334
,2.726667,4.78
,2.73,4.78
,2.736667,4.78
,2.726667,4.766666
,2.72,4.78
,2.713333,4.78
,2.73,4.793334
,2.73,4.793334
,2.726667,4.806667
,2.736667,4.793334
,2.73,4.793334
,2.736667,4.793334
,2.726667,4.78
,2.743333,4.78
,2.736667,4.806667
,2.736667,4.806667
,2.73,4.793334
,2.736667,4.793334
,2.73,4.806667
,2.72,4.806667
,2.743333,4.78
,2.73,4.806667
,2.73,4.793334
,2.743333,4.806667
,2.736667,4.806667
,2.736667,4.806667
,2.736667,4.793334
,2.743333,4.793334
,2.73,4.793334
,2.73,4.806667
,2.736667,4.806667
,2.73,4.806667
,2.736667,4.793334
,2.736667,4.82
,2.736667,4.82
,2.736667,4.806667
,2.736667,4.82
,2.736667,4.793334
,2.736667,4.793334
,2.743333,4.806667
,2.736667,4.82
,2.736667,4.806667
,2.736667,4.806667
,2.736667,4.806667
,2.743333,4.806667
,2.75,4.82
,2.736667,4.806667
,2.763333,4.806667
,2.743333,4.82
,2.743333,4.806667
,2.743333,4.82
,2.736667,4.806667
,2.743333,4.82
,2.743333,4.806667
,2.75,4.806667
,2.75,4.793334
,2.743333,4.806667
,2.736667,4.82
,2.743333,4.82
,2.73,4.82
,2.756667,4.82
,2.743333,4.806667
,2.756667,4.82
,2.743333,4.82
,2.736667,4.833333
,2.763333,4.833333
,2.75,4.833333
,2.743333,4.806667
,2.743333,4.82
,2.75,4.82
,2.75,4.806667
,2.75,4.82
,2.756667,4.82
,2.75,4.806667
,2.736667,4.833333
,2.75,4.833333
,2.75,4.82
,2.756667,4.806667
,2.743333,4.806667
,2.75,4.82
,2.766667,4.806667
,2.756667,4.82
,2.75,4.833333
,2.743333,4.82
,2.756667,4.833333
,2.75,4.833333
,2.763333,4.833333
,2.75,4.82
,2.756667,4.833333
,2.75,4.82
,2.75,4.833333
,2.756667,4.833333
,2.763333,4.82
,2.756667,4.833333
,2.763333,4.833333
,2.756667,4.833333
,2.75,4.833333
,2.766667,4.84
,2.766667,4.82
,2.763333,4.833333
,2.756667,4.833333
,2.763333,4.853333
,2.756667,4.84
,2.756667,4.833333
,2.743333,4.833333
,2.743333,4.806667
,2.75,4.833333
,2.756667,4.82
,2.756667,4.833333
,2.756667,4.84
,2.763333,4.833333
,2.763333,4.853333
,2.75,4.833333
,2.756667,4.84
,2.756667,4.853333
,2.763333,4.84
,2.763333,4.853333
,2.763333,4.833333
,2.763333,4.833333
,2.75,4.84
,2.763333,4.833333
,2.75,4.853333
,2.763333,4.84
,2.766667,4.84
,2.763333,4.833333
,2.756667,4.82
,2.763333,4.84
,2.766667,4.84
,2.763333,4.84
,2.766667,4.833333
,2.763333,4.84
,2.763333,4.84
,2.773333,4.84
,2.756667,4.833333
,2.763333,4.853333
,2.763333,4.84
,2.756667,4.84
,2.75,4.84
,2.763333,4.833333
,2.766667,4.84
,2.763333,4.853333
,2.75,4.833333
,2.763333,4.853333
,2.773333,4.853333
,2.766667,4.833333
,2.763333,4.84
,2.763333,4.833333
,2.78,4.833333
,2.763333,4.84
,2.763333,4.833333
,2.763333,4.833333
,2.763333,4.84
,2.773333,4.84
,2.763333,4.853333
,2.78,4.853333
,2.773333,4.84
,2.766667,4.853333
,2.763333,4.853333
,2.756667,4.84
,2.763333,4.866667
,2.773333,4.853333
,2.766667,4.853333
,2.773333,4.853333
,2.763333,4.84
,2.766667,4.853333
,2.766667,4.84
,2.766667,4.853333
,2.766667,4.84
,2.766667,4.853333
,2.766667,4.84
,2.766667,4.866667
,2.766667,4.84
,2.773333,4.853333
,2.766667,4.853333
,2.766667,4.84
,2.766667,4.853333
,2.763333,4.853333
,2.773333,4.853333
,2.78,4.853333
,2.766667,4.853333
,2.773333,4.853333
,2.773333,4.866667
,2.78,4.866667
,2.773333,4.853333
,2.773333,4.853333
,2.773333,4.866667
,2.763333,4.853333
,2.773333,4.853333
,2.773333,4.866667
,2.78,4.853333
,2.766667,4.866667
,2.766667,4.853333
,2.78,4.88
,2.773333,4.853333
,2.766667,4.853333
,2.773333,4.866667
,2.773333,4.853333
,2.763333,4.866667
,2.763333,4.88
,2.773333,4.866667
,2.766667,4.853333
,2.773333,4.853333
,2.773333,4.866667
,2.773333,4.866667
,2.773333,4.866667
,2.773333,4.853333
,2.773333,4.853333
,2.773333,4.88
,2.78,4.88
,2.78,4.866667
,2.766667,4.866667
,2.766667,4.866667
,2.78,4.853333
,2.773333,4.866667
,2.786667,4.866667
,2.786667,4.866667
,2.78,4.866667
,2.786667,4.866667
,2.78,4.866667
,2.786667,4.853333
,2.78,4.866667
,2.773333,4.88
,2.78,4.866667
,2.793333,4.88
,2.766667,4.866667
,2.766667,4.88
,2.786667,4.866667
,2.773333,4.866667
,2.786667,4.866667
,2.773333,4.866667
,2.78,4.84
,2.78,4.866667
,2.78,4.88
,2.786667,4.88
,2.78,4.88
,2.766667,4.88
,2.786667,4.866667
,2.773333,4.88
,2.78,4.866667
,2.766667,4.88
,2.773333,4.866667
,2.773333,4.853333
,2.78,4.866667
,2.773333,4.88
,2.773333,4.88
,2.786667,4.866667
,2.786667,4.88
,2.786667,4.893333
,2.773333,4.893333
,2.786667,4.88
,2.773333,4.866667
,2.786667,4.866667
,2.78,4.88
,2.78,4.866667
,2.773333,4.88
,2.786667,4.866667
,2.78,4.866667
,2.793333,4.866667
,2.773333,4.866667
,2.78,4.866667
,2.8,4.88
,2.78,4.893333
,2.793333,4.88
,2.78,4.88
,2.793333,4.866667
,2.786667,4.866667
,2.78,4.866667
,2.773333,4.906667
,2.773333,4.866667
,2.773333,4.88
,2.78,4.88
,2.8,4.866667
,2.78,4.866667
,2.78,4.88
,2.793333,4.866667
,2.786667,4.893333
,2.786667,4.88
,2.793333,4.866667
,2.78,4.88
,2.786667,4.88
,2.786667,4.866667
,2.78,4.866667
,2.773333,4.88
,2.786667,4.88
,2.793333,4.88
,2.786667,4.88
,2.793333,4.88
,2.786667,4.88
,2.793333,4.893333
,2.793333,4.88
,2.78,4.88
,2.766667,4.893333
,2.793333,4.866667
,2.786667,4.893333
,2.786667,4.866667
,2.78,4.88
,2.793333,4.88
,2.786667,4.893333
,2.786667,4.88
,2.786667,4.893333
,2.8,4.88
,2.786667,4.893333
,2.793333,4.906667
,2.786667,4.893333
,2.793333,4.88
,2.793333,4.88
,2.773333,4.866667
,2.793333,4.893333
,2.78,4.88
,2.793333,4.893333
,2.786667,4.88
,2.786667,4.88
,2.786667,4.88
,2.793333,4.88
,2.786667,4.893333
,2.786667,4.88
,2.793333,4.88
,2.793333,4.893333
,2.78,4.893333
,2.786667,4.88
,2.786667,4.893333
,2.793333,4.88
,2.786667,4.88
,2.793333,4.893333
,2.78,4.893333
,2.786667,4.88
,2.793333,4.893333
,2.8,4.88
,2.793333,4.88
,2.786667,4.893333
,2.78,4.893333
,2.786667,4.88
,2.793333,4.893333
,2.793333,4.893333
,2.786667,4.88
,2.8,4.88
,2.8,4.893333
,2.793333,4.88
,2.786667,4.893333
,2.81,4.893333
,2.8,4.88
,2.8,4.893333
,2.786667,4.88
,2.8,4.88
,2.786667,4.88
,2.793333,4.88
,2.793333,4.866667
,2.793333,4.893333
,2.8,4.88
,2.803333,4.88
,2.793333,4.893333
,2.803333,4.893333
,2.8,4.893333
,2.793333,4.893333
,2.786667,4.893333
,2.786667,4.866667
,2.793333,4.893333
,2.8,4.893333
,2.78,4.88
,2.803333,4.866667
,2.793333,4.88
,2.8,4.893333
,2.793333,4.88
,2.786667,4.88
,2.8,4.88
,2.803333,4.88
,2.8,4.893333
,2.793333,4.88
,2.793333,4.893333
,2.793333,4.906667
,2.803333,4.906667
,2.8,4.893333
,2.793333,4.893333
,2.793333,4.88
,2.803333,4.906667
,2.8,4.893333
,2.793333,4.893333
,2.8,4.88
,2.793333,4.893333
,2.78,4.893333
,2.786667,4.88
,2.803333,4.88
,2.8,4.906667
,2.786667,4.893333
,2.786667,4.893333
,2.786667,4.893333
,2.803333,4.893333
,2.803333,4.88
,2.803333,4.893333
,2.786667,4.88
,2.786667,4.88
,2.793333,4.893333
,2.803333,4.88
,2.793333,4.906667
,2.793333,4.893333
,2.8,4.893333
,2.803333,4.88
,2.793333,4.88
,2.8,4.893333
,2.803333,4.88
,2.793333,4.893333
,2.793333,4.88
,2.793333,4.893333
,2.803333,4.893333
,2.8,4.88
,2.793333,4.893333
,2.793333,4.906667
,2.8,4.893333
,2.793333,4.893333
,2.793333,4.88
,2.793333,4.88
,2.793333,4.88
,2.793333,4.906667
,2.81,4.893333
,2.8,4.88
,2.803333,4.906667
,2.786667,4.893333
,2.8,4.893333
,2.803333,4.88
,2.8,4.893333
,2.81,4.893333
,2.793333,4.893333
,2.8,4.88
,2.793333,4.893333
,2.803333,4.893333
,2.8,4.906667
,2.8,4.88
,2.8,4.893333
,2.793333,4.88
,2.8,4.893333
,2.803333,4.893333
,2.8,4.893333
,2.8,4.893333
,2.793333,4.88
,2.786667,4.88
,2.793333,4.893333
,2.803333,4.893333
,2.803333,4.88
,2.793333,4.906667
,2.793333,4.893333
,2.803333,4.893333
,2.8,4.893333
,2.793333,4.866667
,2.793333,4.88
,2.81,4.893333
,2.786667,4.88
,2.8,4.88
,2.8,4.88
,2.793333,4.893333
,2.8,4.893333
,2.8,4.906667
,2.793333,4.893333
,2.803333,4.88
,2.793333,4.893333
,2.803333,4.893333
,2.81,4.893333
,2.8,4.866667
,2.81,4.88
,2.8,4.893333
,2.793333,4.893333
,2.803333,4.893333
,2.803333,4.88
,2.803333,4.88
,2.793333,4.893333
,2.803333,4.893333
,2.793333,4.88
,2.793333,4.88
,2.8,4.866667
,2.8,4.88
,2.803333,4.893333
,2.793333,4.893333
,2.786667,4.893333
,2.8,4.88
,2.803333,4.88
,2.793333,4.893333
,2.8,4.893333
,2.81,4.893333
,2.793333,4.866667
,2.793333,4.88
,2.8,4.88
,2.786667,4.893333
,2.81,4.88
,2.793333,4.88
,2.78,4.88
,2.793333,4.893333
,2.793333,4.88
,2.8,4.88
,2.8,4.866667
,2.793333,4.88
,2.793333,4.866667
,2.8,4.893333
,2.816667,4.88
,2.803333,4.88
,2.793333,4.88
,2.793333,4.893333
,2.793333,4.893333
,2.793333,4.88
,2.8,4.866667
,2.803333,4.88
,2.8,4.866667
,2.8,4.88
,2.803333,4.893333
,2.793333,4.88
,2.8,4.88
,2.803333,4.88
,2.793333,4.88
,2.78,4.88
,2.81,4.88
,2.793333,4.88
,2.8,4.893333
,2.793333,4.893333
,2.8,4.88
,2.793333,4.893333
,2.793333,4.88
,2.793333,4.88
,2.8,4.866667
,2.793333,4.88
,2.793333,4.893333
,2.803333,4.88
,2.803333,4.88
,2.803333,4.866667
,2.803333,4.88
,2.8,4.893333
,2.8,4.893333
,2.793333,4.88
,2.793333,4.866667
,2.793333,4.866667
,2.803333,4.88
,2.81,4.893333
,2.8,4.88
,2.8,4.88
,2.8,4.866667
,2.8,4.88
,2.8,4.88
,2.786667,4.88
,2.81,4.88
,2.8,4.866667
,2.81,4.88
,2.81,4.88
,2.81,4.88
,2.793333,4.88
,2.803333,4.866667
,2.8,4.88
,2.8,4.866667
,2.793333,4.866667
,2.78,4.893333
,2.786667,4.906667
,2.793333,4.853333
,2.8,4.88
,2.81,4.88
,2.8,4.88
,2.8,4.88
,2.786667,4.88
,2.793333,4.853333
,2.803333,4.866667
,2.8,4.88
,2.8,4.88
,2.8,4.866667
,2.803333,4.88
,2.793333,4.866667
,2.793333,4.866667
,2.793333,4.866667
,2.793333,4.88
,2.8,4.866667
,2.803333,4.88
,2.8,4.866667
,2.8,4.88
,2.803333,4.88
,2.803333,4.893333
,2.803333,4.88
,2.793333,4.893333
,2.8,4.893333
,2.786667,4.88
,2.786667,4.866667
,2.8,4.853333
,2.793333,4.866667
,2.8,4.866667
,2.803333,4.866667
,2.8,4.866667
,2.803333,4.88
,2.8,4.88
,2.8,4.866667
,2.786667,4.853333
,2.793333,4.866667
,2.8,4.88
,2.803333,4.866667
,2.793333,4.866667
,2.8,4.866667
,2.803333,4.893333
,2.786667,4.88
,2.786667,4.866667
,2.786667,4.866667
,2.793333,4.866667
,2.8,4.853333
,2.8,4.866667
,2.78,4.866667
,2.8,4.866667
,2.8,4.853333
,2.8,4.853333
,2.793333,4.853333
,2.793333,4.866667
,2.793333,4.853333
,2.8,4.866667
,2.793333,4.866667
,2.793333,4.853333
,2.793333,4.866667
,2.793333,4.866667
,2.8,4.88
,2.8,4.866667
,2.793333,4.866667
,2.786667,4.853333
,2.786667,4.866667
,2.793333,4.853333
,2.793333,4.84
,2.793333,4.88
,2.803333,4.853333
,2.803333,4.866667
,2.8,4.853333
,2.793333,4.866667
,2.8,4.866667
,2.793333,4.866667
,2.786667,4.866667
,2.793333,4.866667
,2.786667,4.866667
,2.793333,4.853333
,2.8,4.853333
,2.78,4.853333
,2.786667,4.84
,2.793333,4.866667
,2.78,4.84
,2.78,4.866667
,2.786667,4.853333
,2.793333,4.853333
,2.786667,4.84
,2.793333,4.853333
,2.78,4.853333
,2.793333,4.853333
,2.78,4.853333
,2.793333,4.84
,2.793333,4.866667
,2.786667,4.853333
,2.78,4.853333
,2.786667,4.84
,2.786667,4.866667
,2.8,4.866667
,2.793333,4.853333
,2.793333,4.84
,2.786667,4.853333
,2.78,4.84
,2.793333,4.853333
,2.793333,4.853333
,2.78,4.853333
,2.793333,4.853333
,2.803333,4.84
,2.793333,4.84
,2.8,4.84
,2.793333,4.84
,2.773333,4.833333
,2.78,4.853333
,2.78,4.84
,2.78,4.84
,2.786667,4.866667
,2.793333,4.84
,2.78,4.84
,2.786667,4.853333
,2.8,4.84
,2.786667,4.853333
,2.78,4.84
,2.793333,4.84
,2.793333,4.84
,2.793333,4.84
,2.78,4.853333
,2.786667,4.833333
,2.78,4.853333
,2.793333,4.853333
,2.786667,4.84
,2.786667,4.84
,2.786667,4.833333
,2.793333,4.833333
,2.793333,4.84
,2.78,4.833333
,2.78,4.84
,2.786667,4.84
,2.78,4.833333
,2.786667,4.853333
,2.786667,4.833333
,2.786667,4.84
,2.78,4.84
,2.78,4.853333
,2.78,4.833333
,2.786667,4.84
,2.793333,4.833333
,2.793333,4.833333
,2.786667,4.833333
,2.786667,4.82
,2.786667,4.84
,2.786667,4.84
,2.786667,4.84
,2.78,4.84
,2.786667,4.84
,2.78,4.84
,2.793333,4.84
,2.773333,4.84
,2.78,4.833333
,2.78,4.833333
,2.78,4.82
,2.786667,4.84
,2.78,4.833333
,2.78,4.833333
,2.78,4.82
,2.78,4.833333
,2.773333,4.833333
,2.793333,4.833333
,2.766667,4.833333
,2.793333,4.84
,2.786667,4.806667
,2.773333,4.833333
,2.78,4.833333
,2.786667,4.833333
,2.78,4.833333
,2.78,4.82
,2.766667,4.833333
,2.773333,4.84
,2.786667,4.833333
,2.78,4.833333
,2.773333,4.833333
,2.793333,4.84
,2.78,4.82
,2.773333,4.82
,2.773333,4.833333
,2.773333,4.82
,2.773333,4.82
,2.786667,4.833333
,2.786667,4.833333
,2.763333,4.806667
,2.773333,4.833333
,2.78,4.833333
,2.786667,4.82
,2.786667,4.82
,2.78,4.82
,2.786667,4.82
,2.773333,4.82
,2.773333,4.82
,2.773333,4.84
,2.773333,4.82
,2.766667,4.82
,2.766667,4.82
,2.78,4.833333
,2.78,4.806667
,2.78,4.82
,2.766667,4.82
,2.773333,4.833333
,2.766667,4.82
,2.763333,4.806667
,2.766667,4.833333
,2.766667,4.82
,2.773333,4.806667
,2.773333,4.82
,2.763333,4.833333
,2.763333,4.806667
,2.773333,4.82
,2.773333,4.82
,2.773333,4.833333
,2.766667,4.833333
,2.78,4.82
,2.773333,4.806667
,2.773333,4.806667
,2.78,4.793334
,2.78,4.806667
,2.773333,4.793334
,2.78,4.806667
,2.773333,4.82
,2.78,4.806667
,2.773333,4.806667
,2.773333,4.82
,2.763333,4.806667
,2.766667,4.806667
,2.766667,4.806667
,2.766667,4.82
,2.763333,4.82
,2.78,4.806667
,2.756667,4.82
,2.766667,4.806667
,2.763333,4.806667
,2.786667,4.806667
,2.766667,4.82
,2.766667,4.806667
,2.773333,4.806667
,2.766667,4.78
,2.773333,4.78
,2.763333,4.806667
,2.763333,4.806667
,2.763333,4.806667
,2.773333,4.793334
,2.773333,4.806667
,2.763333,4.793334
,2.773333,4.806667
,2.766667,4.793334
,2.756667,4.793334
,2.756667,4.806667
,2.763333,4.78
,2.766667,4.793334
,2.766667,4.806667
,2.756667,4.806667
,2.763333,4.806667
,2.763333,4.793334
,2.766667,4.806667
,2.773333,4.793334
,2.763333,4.793334
,2.763333,4.793334
,2.766667,4.806667
,2.763333,4.78
,2.756667,4.78
,2.763333,4.78
,2.766667,4.793334
,2.756667,4.793334
,2.763333,4.793334
,2.756667,4.766666
,2.773333,4.766666
,2.763333,4.806667
,2.766667,4.793334
,2.766667,4.793334
,2.763333,4.78
,2.766667,4.78
,2.75,4.78
,2.763333,4.78
,2.763333,4.793334
,2.766667,4.793334
,2.763333,4.78
,2.756667,4.78
,2.766667,4.793334
,2.766667,4.78
,2.763333,4.766666
,2.766667,4.78
,2.763333,4.766666
,2.773333,4.793334
,2.75,4.806667
,2.763333,4.78
,2.756667,4.766666
,2.756667,4.766666
,2.763333,4.78
,2.756667,4.78
,2.766667,4.766666
,2.763333,4.766666
,2.763333,4.766666
,2.756667,4.76
,2.763333,4.76
,2.766667,4.766666
,2.756667,4.78
,2.756667,4.766666
,2.756667,4.78
,2.763333,4.766666
,2.75,4.76
,2.756667,4.766666
,2.75,4.78
,2.75,4.78
,2.763333,4.766666
,2.75,4.766666
,2.75,4.766666
,2.743333,4.766666
,2.763333,4.78
,2.763333,4.78
,2.763333,4.76
,2.756667,4.766666
,2.756667,4.766666
,2.743333,4.76
,2.756667,4.78
,2.756667,4.766666
,2.75,4.766666
,2.75,4.76
,2.756667,4.766666
,2.743333,4.766666
,2.75,4.766666
,2.75,4.76
,2.736667,4.76
,2.743333,4.746666
,2.756667,4.76
,2.743333,4.766666
,2.763333,4.733333
,2.743333,4.76
,2.75,4.746666
,2.75,4.76
,2.756667,4.76
,2.75,4.746666
,2.743333,4.746666
,2.743333,4.76
,2.756667,4.76
,2.756667,4.76
,2.75,4.746666
,2.743333,4.76
,2.743333,4.76
,2.75,4.76
,2.756667,4.76
,2.743333,4.746666
,2.736667,4.746666
,2.75,4.746666
,2.736667,4.746666
,2.75,4.746666
,2.75,4.76
,2.756667,4.76
,2.736667,4.76
,2.743333,4.746666
,2.743333,4.733333
,2.75,4.746666
,2.736667,4.746666
,2.743333,4.733333
,2.743333,4.746666
,2.743333,4.746666
,2.743333,4.733333
,2.743333,4.733333
,2.75,4.746666
,2.736667,4.733333
,2.743333,4.746666
,2.75,4.733333
,2.743333,4.746666
,2.73,4.746666
,2.736667,4.76
,2.743333,4.76
,2.756667,4.766666
,2.743333,4.733333
,2.756667,4.746666
,2.743333,4.746666
,2.736667,4.746666
,2.75,4.72
,2.743333,4.733333
,2.743333,4.733333
,2.73,4.733333
,2.743333,4.733333
,2.743333,4.733333
,2.743333,4.746666
,2.736667,4.72
,2.743333,4.72
,2.73,4.733333
,2.736667,4.746666
,2.736667,4.733333
,2.736667,4.706666
,2.736667,4.72
,2.75,4.733333
,2.743333,4.733333
,2.736667,4.72
,2.726667,4.706666
,2.743333,4.733333
,2.736667,4.733333
,2.743333,4.72
,2.736667,4.72
,2.743333,4.706666
,2.743333,4.72
,2.736667,4.733333
,2.73,4.733333
,2.743333,4.72
,2.743333,4.72
,2.736667,4.706666
,2.73,4.72
,2.73,4.7
,2.73,4.72
,2.73,4.733333
,2.736667,4.72
,2.73,4.72
,2.73,4.72
,2.73,4.72
,2.73,4.72
,2.736667,4.72
,2.73,4.72
,2.736667,4.706666
,2.743333,4.72
,2.736667,4.706666
,2.743333,4.72
,2.743333,4.72
,2.73,4.706666
,2.73,4.706666
,2.73,4.706666
,2.736667,4.7
,2.726667,4.706666
,2.72,4.7
,2.736667,4.7
,2.73,4.733333
,2.72,4.72
,2.73,4.72
,2.72,4.706666
,2.736667,4.7
,2.743333,4.706666
,2.73,4.686666
,2.72,4.686666
,2.726667,4.706666
,2.726667,4.706666
,2.726667,4.686666
,2.73,4.7
,2.72,4.706666
,2.73,4.7
,2.726667,4.7
,2.726667,4.686666
,2.726667,4.7
,2.73,4.706666
,2.72,4.7
,2.73,4.686666
,2.726667,4.7
,2.736667,4.686666
,2.726667,4.706666
,2.72,4.686666
,2.73,4.706666
,2.713333,4.7
,2.72,4.686666
,2.72,4.673333
,2.726667,4.7
,2.73,4.7
,2.726667,4.7
,2.73,4.686666
,2.72,4.673333
,2.73,4.673333
,2.726667,4.673333
,2.73,4.686666
,2.72,4.7
,2.72,4.706666
,2.713333,4.686666
,2.73,4.673333
,2.72,4.7
,2.726667,4.686666
,2.726667,4.686666
,2.72,4.7
,2.726667,4.673333
,2.72,4.686666
,2.706667,4.673333
,2.726667,4.673333
,2.72,4.673333
,2.72,4.66
,2.72,4.686666
,2.72,4.673333
,2.72,4.686666
,2.726667,4.686666
,2.72,4.673333
,2.726667,4.686666
,2.726667,4.686666
,2.713333,4.673333
,2.7,4.673333
,2.713333,4.673333
,2.726667,4.673333
,2.706667,4.673333
,2.713333,4.66
,2.713333,4.66
,2.726667,4.673333
,2.713333,4.673333
,2.72,4.673333
,2.72,4.66
,2.72,4.66
,2.72,4.673333
,2.713333,4.646667
,2.713333,4.646667
,2.713333,4.673333
,2.713333,4.673333
,2.72,4.66
,2.713333,4.66
,2.726667,4.66
,2.713333,4.66
,2.7,4.66
,2.72,4.66
,2.713333,4.673333
,2.706667,4.66
,2.72,4.686666
,2.72,4.66
,2.7,4.66
,2.706667,4.66
,2.713333,4.646667
,2.7,4.66
,2.713333,4.66
,2.713333,4.633333
,2.706667,4.66
,2.7,4.66
,2.706667,4.646667
,2.7,4.66
,2.706667,4.626667
,2.706667,4.646667
,2.706667,4.646667
,2.7,4.633333
,2.713333,4.66
,2.713333,4.633333
,2.706667,4.66
,2.713333,4.633333
,2.696667,4.633333
,2.713333,4.66
,2.713333,4.646667
,2.7,4.646667
,2.72,4.633333
,2.706667,4.66
,2.696667,4.633333
,2.696667,4.633333
,2.713333,4.646667
,2.7,4.633333
,2.706667,4.66
,2.706667,4.626667
,2.7,4.626667
,2.706667,4.626667
,2.696667,4.633333
,2.7,4.646667
,2.713333,4.626667
,2.713333,4.633333
,2.7,4.626667
,2.7,4.633333
,2.7,4.633333
,2.706667,4.626667
,2.7,4.633333
,2.706667,4.646667
,2.696667,4.6
,2.7,4.633333
,2.696667,4.626667
,2.7,4.633333
,2.69,4.633333
,2.696667,4.633333
,2.706667,4.626667
,2.696667,4.626667
,2.69,4.613333
,2.696667,4.626667
,2.7,4.626667
,2.7,4.613333
,2.7,4.626667
,2.696667,4.613333
,2.706667,4.646667
,2.706667,4.626667
,2.713333,4.613333
,2.676667,4.613333
,2.683333,4.613333
,2.69,4.626667
,2.696667,4.6
,2.696667,4.613333
,2.696667,4.626667
,2.696667,4.626667
,2.69,4.626667
,2.69,4.613333
,2.696667,4.626667
,2.7,4.613333
,2.696667,4.613333
,2.683333,4.626667
,2.696667,4.613333
,2.706667,4.613333
,2.676667,4.613333
,2.696667,4.613333
,2.683333,4.613333
,2.683333,4.6
,2.696667,4.626667
,2.7,4.6
,2.69,4.586667
,2.696667,4.6
,2.683333,4.586667
,2.696667,4.586667
,2.7,4.6
,2.676667,4.613333
,2.69,4.6
,2.69,4.613333
,2.696667,4.613333
,2.696667,4.573333
,2.696667,4.586667
,2.69,4.613333
,2.676667,4.586667
,2.676667,4.613333
,2.69,4.6
,2.67,4.613333
,2.683333,4.613333
,2.676667,4.6
,2.683333,4.6
,2.683333,4.586667
,2.696667,4.6
,2.69,4.586667
,2.69,4.586667
,2.683333,4.613333
,2.683333,4.6
,2.676667,4.586667
,2.69,4.586667
,2.69,4.6
,2.69,4.573333
,2.676667,4.586667
,2.683333,4.573333
,2.683333,4.586667
,2.676667,4.573333
,2.69,4.573333
,2.696667,4.586667
,2.69,4.573333
,2.69,4.586667
,2.69,4.573333
,2.683333,4.573333
,2.67,4.573333
,2.683333,4.56
,2.67,4.56
,2.69,4.56
,2.676667,4.586667
,2.683333,4.586667
,2.676667,4.573333
,2.683333,4.573333
,2.676667,4.573333
,2.663333,4.573333
,2.676667,4.586667
,2.683333,4.573333
,2.67,4.56
,2.69,4.56
,2.683333,4.573333
,2.676667,4.573333
,2.67,4.553333
,2.676667,4.573333
,2.676667,4.573333
,2.67,4.573333
,2.676667,4.573333
,2.67,4.56
,2.676667,4.573333
,2.67,4.573333
,2.676667,4.56
,2.67,4.56
,2.67,4.553333
,2.67,4.56
,2.676667,4.573333
,2.683333,4.553333
,2.676667,4.553333
,2.676667,4.56
,2.676667,4.56
,2.663333,4.56
,2.67,4.56
,2.683333,4.553333
,2.67,4.553333
,2.683333,4.56
,2.67,4.56
,2.67,4.553333
,2.683333,4.56
,2.67,4.56
,2.67,4.553333
,2.67,4.56
,2.653333,4.54
,2.67,4.54
,2.663333,4.553333
,2.66,4.56
,2.663333,4.553333
,2.66,4.54
,2.67,4.56
,2.663333,4.54
,2.66,4.553333
,2.676667,4.553333
,2.663333,4.553333
,2.67,4.573333
,2.663333,4.54
,2.663333,4.54
,2.66,4.54
,2.66,4.553333
,2.67,4.54
,2.67,4.54
,2.67,4.54
,2.663333,4.526667
,2.67,4.526667
,2.67,4.54
,2.646667,4.526667
,2.646667,4.54
,2.653333,4.54
,2.663333,4.54
,2.646667,4.526667
,2.66,4.526667
,2.66,4.54
,2.663333,4.553333
,2.663333,4.526667
,2.663333,4.513333
,2.66,4.526667
,2.663333,4.54
,2.66,4.54
,2.653333,4.526667
,2.67,4.513333
,2.653333,4.54
,2.66,4.513333
,2.653333,4.513333
,2.653333,4.513333
,2.66,4.513333
,2.663333,4.526667
,2.66,4.526667
,2.66,4.513333
,2.663333,4.513333
,2.646667,4.513333
,2.653333,4.526667
,2.66,4.526667
,2.66,4.526667
,2.66,4.526667
,2.646667,4.526667
,2.646667,4.54
,2.66,4.526667
,2.653333,4.54
,2.646667,4.513333
,2.646667,4.526667
,2.646667,4.526667
,2.66,4.513333
,2.64,4.5
,2.653333,4.5
,2.66,4.5
,2.646667,4.526667
,2.653333,4.526667
,2.653333,4.513333
,2.67,4.5
,2.646667,4.513333
,2.64,4.526667
,2.653333,4.5
,2.66,4.526667
,2.646667,4.513333
,2.64,4.526667
,2.66,4.5
,2.64,4.513333
,2.653333,4.5
,2.646667,4.5
,2.646667,4.5
,2.646667,4.5
,2.653333,4.5
,2.653333,4.513333
,2.646667,4.5
,2.646667,4.5
,2.646667,4.493333
,2.653333,4.493333
,2.646667,4.493333
,2.646667,4.5
,2.653333,4.48
,2.646667,4.493333
,2.646667,4.493333
